"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assets/Models/Material_001.Material_001","0","28","4","1","57.229328","0","128"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","12","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","145","1","0.000000","0","0"
"/Game/Assets/Material/M_GlassJar.M_GlassJar","0","0","62","1","0.000000","0","0"
"/Game/Assets/Material/M_ElevatorFloor.M_ElevatorFloor","0","0","23","1","0.000000","0","0"
"/Game/Assets/Material/M_White.M_White","0","0","23","1","0.000000","0","0"
"/Game/Assets/Material/M_ButtonText.M_ButtonText","0","0","37","1","0.000000","0","0"
"/Game/Assets/Material/M_Elevator.M_Elevator","0","0","60","1","0.000000","0","0"
"/Game/Assets/Material/M_ElevatorButton.M_ElevatorButton","0","0","37","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","45","1","0.000000","0","0"
"/Game/Assets/Material/M_Door2.M_Door2","0","0","37","1","0.000000","0","0"
"/Game/Assets/Material/M_DoorHandle.M_DoorHandle","0","0","60","1","0.000000","0","0"
"/Game/Assets/Material/M_Flastic.M_Flastic","0","0","37","1","0.000000","0","0"
"/Game/Assets/Material/01_-_Default.01_-_Default","0","0","37","1","0.000000","0","0"
"/Game/Assets/Material/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/Assets/Models/Material_003.Material_003","0","0","28","1","0.000000","0","0"
"/Game/Assets/Material/M_Shelf_Iron.M_Shelf_Iron","0","0","46","1","0.000000","0","0"
"/Game/Assets/Material/M_Bottle.M_Bottle","0","0","62","1","0.000000","0","0"
"/Game/Assets/Material/M_BottleLid.M_BottleLid","0","0","46","1","0.000000","0","0"
"/Game/Assets/Material/M_Cage.M_Cage","0","0","42","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","23","1","0.000000","0","0"
"/Game/Assets/Material/M_Shelf.M_Shelf","0","0","60","1","0.000000","0","0"
"/Game/Assets/Material/M_Face.M_Face","0","0","37","1","0.000000","0","0"
"/Game/Assets/Material/M_GlassJar_Lid2.M_GlassJar_Lid2","0","0","60","1","0.000000","0","0"
"/Game/Assets/Material/M_FileBox_Line.M_FileBox_Line","0","0","60","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","37","1","0.000000","0","0"
"/Game/Assets/Material/M_GlassJar_Lid.M_GlassJar_Lid","0","0","46","1","0.000000","0","0"
"/Game/Assets/Material/M_Knife_Black.M_Knife_Black","0","0","23","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset02.BasicAsset02","0","0","23","1","0.000000","0","0"
"/Game/Assets/Material/M_BottleLid1.M_BottleLid1","0","0","46","1","0.000000","0","0"
"/Game/Assets/Material/M_BottleLid2.M_BottleLid2","0","0","46","1","0.000000","0","0"
"/Game/Assets/Material/M_BottleLid3.M_BottleLid3","0","0","46","1","0.000000","0","0"
"/Game/Assets/Material/Upper_teethSG.Upper_teethSG","0","0","28","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","61","1","0.000000","0","0"
"/Game/Assets/Material/Eye_L_01_geoSG.Eye_L_01_geoSG","0","0","28","1","0.000000","0","0"
"/Game/Assets/Material/Eye_R_01_geoSG.Eye_R_01_geoSG","0","0","28","1","0.000000","0","0"
"/Game/Assets/Material/Lower_teethSG.Lower_teethSG","0","0","28","1","0.000000","0","0"
"/Game/Assets/Material/TongueSG.TongueSG","0","0","28","1","0.000000","0","0"
"/Game/Assets/Material/M_Gold2.M_Gold2","0","0","14","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","37","1","0.000000","0","0"
"/Game/Assets/Models/Highlight.Highlight","0","0","28","1","0.000000","0","0"
"/Game/Assets/Models/iris.iris","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","37","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","46","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","37","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","56","6","0.000000","0","5"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","53","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","93","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","139","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","679","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/ShadedLevelColorationLitMaterial.ShadedLevelColorationLitMaterial","0","0","679","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
